link,match_x,stage,leg,full_time_score,comment
https://www.goal.com/en/match/benfica-vs-ajax/p8kemdylbwqyp532eglwat5g,Benfica vs Ajax,R16,1,2 - 2," Tadic will take the headlines, but Mazraoui's cross was inch-perfect, allowing the former Southampton player to settle himself before the ball reached him. { GOAAAALLLL - BENFICA 0-1 AJAX - The Dutch giants take the lead with a well-crafted goal as Ten Hag's men punish Benfica for a mistake at the back. Grimaldo lost possession at left-back, allowing Mazraoui to run towards the box. The Ajax right-back floated a cross towards the far post, and Tadic was waiting before side-footing the ball into the far corner. { Mazraoui, who created the opening goal, earns the first yellow card after bringing down Everton. { GOAAAALLLLL - BENFICA 1-1 AJAX - The home side draw level, and Vertonghen will claim the assist, but it is an own goal from Haller. The Ivory Coast international was expected to add to his ten Champions League goals this season, but he will be devastated to have found the back of the wrong net. Vertonghen's drilled cross from the corner caused chaos, and Haller did not have time to sort out his feet, and the deflection beat Pasveer. { GOAAALLL - BENFICA 1-2 AJAX - Talk about making amends!!! Haller now scores at the right end as he pounces at the near post to slot home. The former West Ham United ace made a run towards the near post to attack Berghui's cross, which was tracked by Vertonghen. The former Tottenham man turned a clearance towards his goalkeeper, but Pasveer could only spill the ball at the feet of Haller, and he found the bottom corner with his first touch. { Ajax midfielder Berghuis is shown the second yellow card of the match after a sloppy challenge in midfield. { Nunez is booked for a reckless challenge on Martinez, and he will need to calm down before he is sent to the stands! { Ramos goes into the referee's book after pulling Timber to the ground. { The first change of the night sees Everton replaced by Ukraine international Yaremchuk. { GOAAAALLLLL - BENFICA 2-2 AJAX - The home fans go wild as Benfica protests. Timber went down in the penalty area and pleaded for a penalty, but that appeal was ignored. With the centre-back out of position, Benfica launched a counter-attack, and Ramos stung the palms of Pasveer, who spilt the ball back into the penalty area. Yaremchuk was in the right place at the right time, and he headed into an empty net to level matters! { The Ajax boss also alters his midfield, with Klaassen on in place of Gravenberch. { Yaremchuk is carded after taking his shirt off during his celebration! { Ten Hag changes his XI as Tagliafico replaces Blind at left-back. { Taarabt's night is over as he is replaced by Bernardo. { Anthony has lost his cool, and after squaring up to Nunez, he has dipped his head into the Benfica striker. Even though the frontman made the most of it, Anthony should be off the pitch, but somehow he has only picked up a yellow card! { Verissimo freshens up his attack, with Nunez replaced by Lazaro. { Gilberto is unable to continue through injury, with Goncalves his replacement. { Mazraoui was a real threat for Ajax tonight, but his night is over, with Rensch on in his place! "
https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Benfica vs Barcelona,Group Stage,1,3 - 0," Weigl weighted his pass perfectly there and Nunez had the energy and skill to capitalise on it. Barca have work to do already! { GOAL! BENFICA 1-0 BARCELONA! Benfica take an early lead through a great strike from Nunez! The Uruguayan beats the offside trap to reach Weigl's pass and darts into the box from the left, leaving Garcia in his wake before slotting calmly into the bottom left corner. { Pique gets an early booking for impeding the run of Yaremchuk. { Otamendi is booked for sharing too many of his thoughts with the referee. { Here's that Barca change. The 17-year-old midfielder Gavi replaces Pique. Frenkie de Jong will step into Barca's back three. { Benfica will make that change now. Gilberto replaces Lazaro at right wing-back. { Garcia picks up a yellow card for a poor challenge on Rafa. Garcia thrashes his arms in frustration. { Rafa is next in the referee's book as he slides in unfairly on Pedri. { Grimaldo sticks a foot out and commits a late challenge on Busquets. The referee responds by whipping out his yellow card. { Koeman makes a trio of attacking changes. Busquets is sacrificed to bring on Barca's youth product Gonzalez. { Luuk de Jong is Barca's last departure. Fati comes on. { Pedri is next to go off. Coutinho comes on for Barca. { GOAL! BENFICA 2-0 BARCELONA! Barca's chances go from bad to worse as Benfica score straight after the visitors' changes! Joao Mario plays a one-two with Yaremchuk to race into the box and force a save from Ter Stegen. The ball rebounds to Rafa who arrows into an empty net! { Weigl is shown the yellow card for a poor tackle on Gavi. { Benfica substitution. Grimaldo makes way for club captain Almeida. { Yaremchuk gets an early rest. The Moroccan midfielder Taarabt comes on. { Dest receives a yellow card for handling the ball. Nunez will now have the chance to put Benfica 3-0 up... { GOAL! BENFICA 3-0 BARCELONA! Nunez steps up and dispatches his penalty coolly into the bottom right corner, sending Ter Stegen the wrong way and grabbing his second goal of the game. Koeman watches on with the grimace of a man who knows his days are numbered. { Nunez heads off to great applause. Ramos takes his place for the last few minutes. { Benfica get the party started, making a few changes to wind down the clock. Pizzi replaces Rafa. { Gonzalez slides in on Joao Mario to become the latest Barca player to get booked. Barca are being humbled here. { Barca make a substitution to shore up their defence following Garcia's dismissal. Mingueza replaces Roberto. "
https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Benfica vs Bayern Muenchen,Group Stage,1,0 - 4," Goncalves makes his way on to the field to replace Almeida on the right flank. { Otamendi wipes out Kimmich with a strong challenge and goes into the book. { Joao Mario brings down Coman on the charge and goes into the book. { Upamecano brings down Yaremchuk in the final third, handing Benfica a free-kick in a useful position. { Hernandez pulls back Rafa on a run down the right flank and goes into the book. { Pavard makes way for Gnabry. Bayern might be lining up a re-shuffle here unless Kimmich drops into the defence. { WHAT A GOAL!!!! SANE SCORES A STUNNER FROM A FREE-KICK!!!! 1-0 BAYERN!!! The visitors have the lead at last as Sane powers a left-footed strike into the net from 25 yards. Sane goes for goal with power, striking the ball over the wall and into the top-right corner past Vlachodimos. A perfect hit from the German. { Everton enters the action to replace Yaremchuk in the final third. { Stanisic replaces Muller in the Bayern midfield for the final 13 minutes. { GOALLLLLLLLLLLLLL!!!! EVERTON PUTS THE BALL INTO HIS OWN NET!!!! BAYERN 2-0!!!!! The German side notch a crucial second goal as Everton is helpless in diverting the ball past Vlachodimos from close range. Kimmich releases Gnabry down the right flank with an incisive pass. The winger sends a low cross into the box aiming for Sane, but the ball strikes the Benfica man and sails into the back of the net. { Pizzi replaces Rafa for the home side in the final third. { Taarabt comes on for the closing stages to replace Joao Mario. { Darwin is withdrawn for the final nine minutes and is replaced by Ramos. { Sane latches on to a cross from Gnabry and gets the better of Otamendi with an element of fortune. He then offload to Lewandowski to complete the finish. { GOALLLLLLLLLLLLLLLLLLLLLL!!!! LEWANDOWSKI TAPS HOME!!!!! 3-0 BAYERN!! The German side surely secure the win this evening as the Pole converts an offload from Sane, tapping home into an empty net. Bayern open up Benfica down the right flank and Gnabry's cross finds its way into the feet of Sane. He turns past Otamendi with a slice of luck and then spots an unmarked Lewandowski at the back post. The forward makes no mistake with his finish. { Stanisic makes a burst down the right flank and spots the run of Sane, who finishes with a fine strike. { GOALLLLLLLLLLLLLLLLLLLLL!!! SANE HAS HIS SECOND, BAYERN HAVE FOUR!!!! 4-0!!!!! Bayern are rampant in the closing stages of the game as Sane steers home a left-footed strike from 12 yards. Stanisic makes a good run down the right flank and bursts into the box. He cuts a low ball back for Sane, who strikes the ball hard first time into the left corner of the net giving Vlachodimos no chance. { Hernandez is withdrawn for the closing stages and is replaced by Richards. { Tolisso enters the action in the Bayern midfield to replace Sabitzer. { Coman comes off the field after a fine performance and is replaced by Musiala. "
https://www.goal.com/en/match/benfica-vs-dynamo-kyiv/12br06ktdmz56oys6s7zmfk7o,Benfica vs Dynamo Kyiv,Group Stage,2,2 - 0," GOAL! YAREMCHUK! 1-0. Benfica take a precious lead. Rafa plays Joao Mario in with a delightful reverse pass and the midfielder hurries to the byline. Joao Mario cuts it back into the six-yard box where Yaremchuk is on hand to slot it in at the near post! { It was always going to happen: Yaremchuk nets against the club he grew up at. And Joao Mario made it all possible with a clever run, before keeping his composure and laying it off to the striker. { And Gilberto doubles Benfica's lead! 2-0. It's an unfortunate goal for Kiev to concede. Verbic tackles Joao Mario on the edge of the box, but the ball ricochets dangerously into the box. Gilberto is first onto the scene and he gleefully rushes through before firing a composed finish into the far corner from eight yards! { Gilberto is booked for his raucous celebrations after the goal. { Zabarnyi is shown a yellow card after crashing into Rafa near the centre-circle. { Verbic pulls Yaremchuk over 30 yards from goal and is shown a yellow card. { Tsygankov slams into Joao Mario with an awkward challenge and is shown a yellow card. { Pizzi is replaced by Everton in midfield as Benfica search for an injection of energy. { Verbic is replaced by De Pena in attack. { Gilberto has had a superb game today. He's been full of energy and he managed to score the crucial second goal. He heads off to be replaced by Lazaro. { Joao Mario also comes off with Taarabt taking his place. { Two changes for Kiev. The first sees Tsygankov - who missed that glaring chance at 0-0 - come off for Karavaev. { Harmash also heads off with Ramirez taking his place. { Yaremchuk makes way for Nunez up top. { Rafa also heads off with Goncalves taking his place. { Sydorchuk goes off with Andrievskyi replacing him in midfield. "
https://www.goal.com/en/match/benfica-vs-liverpool/76m6aq0drov618phf94yy1k44,Benfica vs Liverpool,QF,1,1 - 3," GOALLL! Liverpool take the lead in Lisbon! Robertson's left-wing corner is met with a bullet header from Konate, who was left completely unmarked by Benfica and powered his header into the bottom-right corner. { Robertson's delivery was perfectly weighted for the onrushing Konate, but Benfica will be so frustrated with how they defended the corner, leaving the defender completely unmarked eight yards out. { GOOOAAAALLL! An absolutely stunning second goal for Liverpool, and its Mane who claims the final touch! Taarabt lost the ball in midfield, and Alexander-Arnold's raking pass was headed across goal by Diaz, where Mane was waiting to tap home! 2-0 to the Reds! { Diaz did brilliantly to claim the assist, stretching to nod the ball across goal to Mane, but credit must go to Alexander-Arnold, who hit a trademark long ball to set the Liverpool attackers through on goal. { Silva claims the assist after his low cross picked out Nunez at the back post, but Konate completely missed his clearance to gift Benfica a route back into this clash! { GOAAAALLL! WE HAVE A GAME IN LISBON! Konate, who has been brilliant all game, is at fault as the Eagles claw a goal back! The Liverpool defender completely misses Silva's low cross, and Nunez is there to finish neatly past Allison! 2-1! { The first yellow card of the game goes to Thiago, who cynically hacks Silva down before the winger can escape down the right wing. { Meanwhile, Firmino replaces Mane in Liverpool's third substitution, as the visitors refresh their attacking lineup. { It's the skipper Henderson who enters the action first for Liverpool, replacing Thiago as Klopp tries to regain control of the midfield. { Jota is also on, replacing Salah, who hasn't been too heavily involved for Klopp's men. { Taarabt is the first Benfica man to enter the book, tripping Keita as the Liverpool midfielder looks to accelerate through midfield. { Meite is the first Benfica substitute to enter the action, replacing former Queens Park Rangers man Taarabt in the hosts' midfield. { Ukrainian attacker Yaremchuk is the next man to enter the fray for the hosts, replacing Everton, who missed their best chance to level the score. { Former West Ham man Mario replaces Ramos as Benfica's number 10 as the hosts look for a route back to parity. { GOAAAAALLLL! IT'S GAME OVER AS LIVERPOOL GET A THIRD! Former Porto man Diaz has surely put this game beyond his old Portuguese rivals, racing onto a brilliant ball from Keita before rounding the keeper and rolling the ball home from a tight angle. A huge goal for the Reds! { Gomez is on for Alexander-Arnold for Liverpool, as Klopp looks to see out the dying moments of this game. { Meanwhile, the experienced Milner replaces Keita, who contributed enormously to the third goal with his superb ball to Diaz. "
https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,Group Stage,2,1 - 2," It's 1-0 to the hosts! Ghezzal steps up for the penalty, and he finishes it superbly as he smashes it into the top right corner past a diving Onana. The goalkeeper guessed the right side, but had no chance. { Haller is on for Daramy at the break. The French striker has scored seven goals so far in this season's competition. { It's 1-1! It's yet another goal for Haller as Tagliafico is played through by Martinez. The full-back beats Gunok to the ball and toes it across to Haller, and the French striker is able to finish into an empty net to get Ajax level. { It was a superb run by Tagliafico and Martinez was able to find him. The Argentinian man just managed to get to the ball before Gunok to send it to Haller to score. { Teixeira makes way for Bozdogan as Yalcin looks to halt the Dutch side's comeback. { Goalscorer Ghezzal is brought off for Batshuayi. { It was a clever free-kick routine that found Martinez in the box, and the Argentinian man's effort was put in by Haller. { It's another for Haller! It comes from a wide free-kick that is played to Martinez in the box. The defender tries to shoot but before it can reach the goal, Haller is there to turn it in. It's a brilliant finish as he didn't have much time to react, but react he did as he sends the ball off the bar and into the back of the net to make it 2-1 to Ajax. { Timber is on for Mazraoui. { Schuurs is off for Rensch. { The experienced Blind replaces Tagliafico. { Pjanic is brought off for Ucan. { Hutchinson comes on for Topal. { The injured Montero is off, and Uysal replaces him. { The lively Berghuis is substituted off for Taylor. { Haller is booked after clattering into Meras. { Larin goes in the book for a poor challenge on Klaassen. "
https://www.goal.com/en/match/besiktas-vs-borussia-dortmund/2vh3b9b4r6t3wv6vymzlosums,Besiktas vs Borussia Dortmund,Group Stage,1,1 - 2," GOAL!!! BELLINGHAM OPENS THE SCORING!!! Meunier is found on the right and plays a cushioned cross on the volley into Bellingham, who had made a clever run into the box. The teenager takes one touch before firing confidently through Destanoglu's legs from an acute angle and in! It's 1-0 to Dortmund! { Meunier bombed forward and was found in an advanced position before showing great technique to help the ball into the path of Bellingham, who had ghosted into space. { Welinton earns himself a yellow card for bringing Haaland down as the Dortmud striker charged towards the box with men in support of him. { Montero joins his centre-back partner in being booked for a foul on Haaland. The free-kick is in a dangerous position just outside the box and to the right of goal. { Rose makes a half-time change with his side leading, replacing Brandt with Witsel in midfield. { Bellingham made another clever run off the ball to get into space in the box, allowing Guerreiro's throw to take several men out of the game. The midfielder then showed quick feet to beat his man and awareness to slide the ball into Haaland for an easy finish. { GOAL!!! IT'S 2-0 TO DORTMUND!!! Bellingham is found in the box from a throw-in on the left and dances past one challenge before squaring to Haaland, who tucks the ball away from six yards out! { Meunier swings his boot at a ball dropping over his shoulder and catches N'Sakala, earning himself a yellow card. { Yalcin makes his first change of the evening, replacing Larin with Karaman as he looks to get his side back into the game. { Rose makes a triple-change now, with the first alteration seeing Bellingham coming off for Wolf in midfield. { The second substitution sees Hummels afforded a rest, with Pongracic taking his place at centre-back. { Malen is the third man to leave the field, with 16-year-old striker Moukoko coming on to make his Champions League debut. { Hutchinson goes into the book now for catching Dahoud twice as the midfielder drove forward to lead a counter-attack. The midfielder stays down and is in need of some treatment. { Hutchinson is replaced after being booked, with Ucan coming on to take the veteran's spot in midfield. { Moukoko darts into the box and shifts past a defender before going to ground. It's difficult to tell how much contact there was, but the referee's yellow card is out in a flash and the teenager is booked for simulation. { Rose brings Haaland off with just a few minutes or normal time left to play as Knauff comes on to replace him. { With the end of the game in sight, Ghezzal is replaced by Tore on the right wing. { Dortmund played a surprisingly high line as they defended the set-piece, allowing Pjanic to put a quality cross into a dangerous area for Montero to race onto. { GOAL!!! BESIKTAS HAVE ONE BACK!!! Pjanic delivers a terrific free-kick into the box and Montero attacks it with conviction, thumping a header beyond Kobel! It's 2-1 now! Can Besiktas find an equaliser? "
https://www.goal.com/en/match/besiktas-vs-sporting-cp/2vpbrxg5xt69n7kjv9o3y8178,Besiktas vs Sporting Cp,Group Stage,1,1 - 4," Inacio flicked it on hopefully at the near post and he was rewarded as the ball sailed perfectly into the path of Coates! { COATES! 1-0 SPORTING CP! The visitors snatch the lead against the run of play. Inacio flicks a corner on at the near post and it falls kindly for an unmarked Coates to guide a stooping header into an empty net from five yards! { That was a textbook corner delivery from Pjanic. He whipped it in with real pace, ensuring that Adan couldn't comfortably claim it. And the cross flashed through to the back post where Larin headed home! { AND BESIKTAS EQUALISE! LARIN! 1-1. Pjanic whips in an inviting cross towards the back post and Larin towers over Reis to thump a header beyond Adan from five yards! { Porro is shown a yellow card after protesting a decision by the referee. { COATES AGAIN! 2-1 SPORTING CP! Coates scores a goal that's almost identical to his first. Sarabia whips in a dangerous delivery towards the near post and it's flicked on by Paulinho and into the path of Coates who bundles it in from close range! { For the first goal, it was flicked on by Inacio at the near post. But this time it's Paulinho who glances the corner on, where Coates is waiting to nod in from close range! { Vida is shown a yellow card for that handball. { SARABIA SLOTS IT IN! 3-1! Sarabia steps up confidently and sends Destanoglu the wrong way, before rolling it into the bottom right corner. { Teixeira is booked after remonstrating with the Sporting players, following a cynical foul by Nunes. { Ghezzal is shown a yellow card after lunging in late on Matheus inside the Sporting half. { Inacio is booked after cynically hauling Larin over near the halfway line. { Reis makes way for Esgaio in defence. { Larin makes way for Tore in attack. { Feddal is booked following a foul on Pjanic near the halfway line. { Teixeira makes way for Karaman in attack as the hosts continue to search for a way back into this one. { Sarabia is replaced by Tomas in attack. { It was a great run from Pote and he managed to nudge it to Paulinho just before Vida's tackle, and the striker did the rest with a brilliant strike! { Paulinho wraps it up! 4-1! The visitors hit Besiktas on the break again, but this time they capitalise. Pote runs towards the defence, before Vida's challenge sends the ball to Paulinho. The striker takes a touch, before bending a delightful, 25-yard strike into the far top corner! { Sporting make three changes to slow the game down. The first sees Feddal make way for Neto. { Braganca comes on in place of Matheus. { Pote makes way for Santos after a lively display. { Pjanic lets his frustration show and is booked for a tired foul. "
https://www.goal.com/en/match/borussia-dortmund-vs-ajax/2vurod0oiy1u15o2yj1ues07o,Borussia dortmund Vs Ajax,Group Stage,2,1 - 3," OFF! Hummels slides in from behind on Antony down the left flank and referee Michael Oliver brandishes the red card. It appears a harsh decision on the field, and will be reviewed by VAR. { Pongracic enters the action at the back to replace Hazard, who is sacrificed by Rose. { GOALLLLLLLLLLLLLLLLLLLLLL!!!!!!!! REUS CONVERTS FROM THE PENALTY SPOT!!!! 1-0 DORTMUND!!! The home side take the lead as Reus hammers fires his right-footed strike into the bottom-left corner. Pasveer gets a hand to the ball, but he cannot keep it out. Dortmund have a lead to defend. { Alvarez catches Belligham late after he loses possession and goes into the book. { Klaassen replaces Alvarez in the Ajax midfield at the break. Ten Hag is taking no chances with the midfielder already on a yellow card. { Wolf is forced off due to injury and is replaced at left-back by Passlack. { Kudus replaces Berghuis for the visitors in the final third. { GOALLLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! TADIC STRIKES AT THE BACK POST!!!!! 1-1!!!! Ajax are level as Tadic latches on to a deflected cross from Antony to steer home a left-footed effort. Antony cuts in from the right flank and clips a cross into the Dortmund box. It deflects off the head of Pongracic, which takes the ball into the path of Tadic at the back post. He holds his composure to guide an effort past a stranded Kobel. { Knauff is on for Reus, who has worked tirelessly for his team tonight. { Tigges makes way for Malen for the home side. Tigges struggled to get into the contest this evening. { Knauff brings down Mazraoui down the right flank for Ajax and goes into the book. The visitors have a free-kick in a dangerous position. { Antony is the architect once again for Ajax with a dangerous cross from the right flank that Haller rises to head past Kobel. { GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!!!!!! HALLER HEADS AJAX IN FRONT!!!! 2-1 AJAX!!!! The Dutch side take the lead through a sublime header from Haller. Antony again cuts inside from the right flank and delivers a precise cross with his left foot into the box. Haller rises ahead of Akanji and guides his effort away from Kobel into the left corner of the net. Dortmund's defence has been undone in the closing stages. { Antony notches his second assist of the game. It's a simple one for the winger as he collects in space before rolling a low ball into the six-yard box for Klaassen to convert. { GOALLLLLLLLLLLLLLLLLLL!!!!! KLAASSEN NOTCHES A THIRD FOR AJAX!!! 3-1!!!!! The visitors end the game on the highest of notes as Klaassen converts from close range. Antony continues his dominant performance as he collects in space in the right-inside channel before he cuts the ball back across the face of goal. Klaassen makes a late run and dispatched a close-range finish into the middle of the net. "
https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Borussia dortmund Vs Besiktas,Group Stage,2,5 - 0," DORTMUND LEAD! On the counter, Bellingham's ball following a surging run down the centre picks out Malen on the edge of the box, and his rather scruffy shot slips under Destanoglu. The Besiktas goalkeeper will be disappointed with his attempt to repel the shot. Deservedly, Dortmund lead 1-0! { An increasingly familiar Bellingham run through the middle of the park ends with the Englishman slotting through a well weighted ball for Malen to score. { An unpleasant hack by Montero on Bellingham sees the Besiktas defender shown the first yellow card of the game. { Reus is upended on the edge of the box by the back-tracking Larin, who is therefore booked. { Welinton is sent off for bringing Dahoud down in a goalscoring position, conceding a penalty in the process. { For his vocal disapproval of the red card for Welinton, his Besiktas colleague Souza is booked. { Meunier has been withdrawn during the interval, to be replaced by Reinier for the second half. { Karaman barely had a kick in the opening half, and is now replaced by Rosier, as Sergen Yalcin seeks to reshape his undermanned defence. { DORTMUND DOUBLE UP! After a delay, Reus step up to slot his spot kick home coolly, as his penalty nestles in the bottom-left corner of the net. Die Schwarzgelben lead 2-0! { ANOTHER FOR REUS! Woeful Besiktas defending allows Dortmund to put together a slick short-passing move on the edge of the box, and Reus then dances through with some neat footwork to slot home calmly for his brace. Dortmund now lead Besiktas 3-0, and they look to be showing no mercy! { Involved in an attractive move in the attacking third, Dahoud's was the pass which allowed Reus to dribble clear and roll home the third. { Having made little impact, Wolf comes off to be replaced by Passlack. { Reus will not complete his hat-trick, as he makes way for Haaland to make his Champions League comeback. { An excellent clipped ball from the left byline by Schulz perfectly picks out the head of Haaland to head home Dortmund's fourth. { HAALAND DOES IT AGAIN! Within minutes of his arrival, Haaland has his 22nd Champions League goal in just 19 appearances, as he rises highest in the centre of the box to power home a header from Schulz's cross. Dortmund now lead 4-0! { With very little opportunity to feature in an attacking sense, Larin comes off for Ghezzal. { Warm applause from the limited home crowd greets the game's star player, as Bellingham is rested for the final 20 minutes. Guerreiro is now on in midfield for BVB. { After a rare start, Zagadou's game is over: Pongracic is on in his place. { Bozdogan has been starved of the ball today, and is substituted by Besiktas, with Ucan coming on in his place. { TWO FOR HAALAND! Dortmund go five up, as Dahoud swings in a corner from the left, and Haaland repeats the trick by leaping clear of a hapless Besiktas defence to head down into the net from 10 yards. Haaland is in search of a hat-trick, and it is now 5-0 to Die Schwarzgelben! { Dahoud curled a corner into the right area for Haaland to attack with a powerful downward header. { Souza has been overwhelmed in midfield, so may be glad to be substituted. Besiktas veteran Hutchinson is on for the final few minutes. "
https://www.goal.com/en/match/borussia-dortmund-vs-sporting-cp/2vmmuwg7f9egbtb7c80f5b9jo,Borussia dortmund Vs Sporting Cp,Group Stage,1,1 - 0," After his early injury, Dahoud is replaced by Brandt, which may mean a slight shuffling of Rose's lineup. { Characteristically calm play from Bellingham sees the young Englishman time his final pass expertly for Malen to control and punch home the opener. { DORTMUND LEAD! Malen finally gets off the mark for BVB, as he latches onto a coolly stroked pass from Bellingham on the right side of the box to fire a quickly taken effort past the dive of Adan in the visitors' goal. Dortmund 1-0 Sporting! { Matheus follows Bellingham into the referee's book, for his complaints about the timing of his opponent's tackle on Porro. { Having just displayed great maturity to set up the goal, Bellingham is booked for a crude and reckless tackle on Porro. { Amorim has opted to make a change in pursuit of a point, with Tomas coming off and Nuno Santos on in his place. { Hummels apparently takes retribution on Matheus with a late challenge of his own, which sees the centre-back shown a yellow card. { Hazard has been one of the liveliest figures in a match lacking much goalmouth incident, but he is now withdrawn and Wolf is on for the final 20 minutes. { After a quiet game, Sarabia is replaced by Cabral in the Sporting attack. { Goalscorer Malen comes off for Real Madrid starlet Reinier with 15 minutes left to play. { The normally unerring set-piece delivery of Guerreiro has been a degree or two off today, and he is withdrawn on the left flank for Schulz to come on. { Palhinha has worked hard as ever, but now comes off for Braganca. { Porro is substituted for Sporting, giving Tabata a few minutes to make a major impact. { Reis is withdrawn with only a handful of minutes remaining: Esgaio comes on. { Neto receives a yellow card for a late challenge inside his own half. "
https://www.goal.com/en/match/chelsea-vs-juventus/eutujuiexn9a4ulvzz0mhpmac,Chelsea vs Juventus,Group Stage,2,4 - 0," Cuadrado pulls back Hudson-Odoi down the left flank and hands Chelsea a free-kick in a useful position. The full-back goes into the book to add to his woes. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! CHALOBAH FIRES CHELSEA AHEAD!!!! 1-0!!!!! The Blues take the lead as Chalobah produces a clinical finish from close range. Ziyech whips a corner in from the left flank that Rudiger chests down into the path of Chalobah. The defender takes on the strike first time and drills his attempt on the half-volley into the top-left corner. The ball appears to strike Rudiger on the arm in front of his chest, which Juve appeal against. However, the goal is confirmed by VAR. { Rudiger gets fortunate as the ball from Ziyech's corner strikes him on the arms in front of his chest. It falls perfectly for Chalobah to sweep into the back of the net. { Kante is withdrawn with an apparent knock for the home side and is replaced by Loftus-Cheek. { GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!! JAMES BLASTS HOME A STRIKE!!!!!! 2-0 CHELSEA!!!!!! The Blues extend their lead as James fires a crisp strike past Szczesny. The wing-back gathers a cross from Ziyech in the right-inside channel before he lines up a drive. His effort rockets into the bottom-left corner to hand Chelsea control of the contest. { Loftus-Cheek collects an offload from James and twists and turns in the box. He spots Hudson-Odoi in space before teeing up his team-mate to score. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! HUDSON-ODOI MAKES IT THREE!!!!!! 3-0 CHELSEA!!!!! The Blues surely put the game out of Juve's reach as Hudson-Odoi slams home a strike from close range. James takes possession in the right-inside channel and feeds Loftus-Cheek on the charge through the middle. He cannot find space for a shot, but he offloads for Hudson-Odoi to fire past Szczesny on his left foot. { Dybala enters the action for the visitors as he replaces Bentancur. It appears too little too late for Juve. { Morata leaves the field in the final third and is replaced by Kean. The forward almost scored, but was denied by Thiago Silva. He failed to threaten after that though. { Locatelli is withdrawn for the visitors and is replaced by Arthur in the Juve midfield. { Azpilicueta replaces Chilwell at wing-back for the home side. Tuchel will be hopeful that it is not a serious one for the England international. { Pulisic is replaced by Werner. The American struggled to get into the game as the spearhead. { Mount replaces Hudson-Odoi for the closing stages of the contest. { Jorginho comes through 76 minutes after being an injury concern before the game. Niguez makes a rare appearance for the Blues. { Kulusevski replaces Chiesa, who has been quiet this evening. { De Winter replaces Cuadrado down the right flank for the visitors. { GOALLLLLLLLLLLLLLLLLLLLLLL!!!! WERNER PUTS THE ICING ON THE CAKE!!!! 4-0 CHELSEA!!!!!!! Werner converts a simple chance from six yards to complete the rout for Chelsea. Ziyech robs McKennie of possession down the left flank and he curls a precise low ball across the face of goal. Werner is in the right place at the right time to slot home the strike. { Ziyech capitalises on a mistake from McKennie and supplies a perfect low cross for Werner to score. "
https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,R16,1,2 - 0," GOALLLLLLLLLLLLLLLLLLLLL!!!!!!!! HAVERTZ HEADS HOME!!!!! 1-0 CHELSEA!!!!! The Blues take the lead as Havertz gets a deserved goal following a fast start to the game. Ziyech curls a fine cross into the box from a corner on the left flank. Havertz is left unmarked in the box and rises to connect with the delivery, heading his effort into the ground before it finds the top-left corner. { Ziyech continues his fine form as he curls a fine cross into the box for Havertz to head home. { Loftus-Cheek replaces Kovacic, who limps off the field for the home side. Tuchel will be hopeful that is not a serious problem. { Saul replaces Ziyech for the home side in the final third, notably ahead of Werner and Mount. { GOALLLLLLLLLLLLLLLLLLLL!!!!! PULISIC FINISHES AN INCISIVE CHELSEA BREAK!!!!! 2-0!!!!!! The home side double their lead through Pulisic, who clips an effort over Jardim. Kante is the architect of the goal as he surges through the middle of the Lille midfield and then supplies an offload to Pulisic. The USA international takes the ball in stride and then holds his composure to find the bottom-right corner with a strike over the Lille keeper. { Kante makes a charge through the Lille midfield and picks out the run of Pulisic to allow the forward to finish from close range. { Onana is withdrawn from the Lille midfield as Yilmaz enters the action to provide a focal point. { Gudmundsson replaces Djalo at left-back for the visitors after the latter was forced off with an ankle problem. { Pulisic appeared to hurt himself tracking back to bring down Sanches. Tuchel takes no chances and withdraws the American for Werner. { Sarr comes on to the field for Chelsea at left-back to shore up the defence. { Zhegrova enters the action for Lille to replace David, who was not overly influential this evening. { Ben Arfa replaces Sanches, who has had a difficult evening for the visitors. { Loftus-Cheek catches Bamba on the ankle with a lunge and goes into the book. { Ben Arfa pulls back Werner on the charge down the right flank and goes into the book. "
